id,text,E,S,G,non_ESG
4290,<L. http://www.ir.cooperstandard.com/news-releases/news-release-details/cooper-standard-unveils-global-technology-center http://cooperstandard.com/about-us/locations http://www.ir.cooperstandard.com/news-releases/news-release-details/cooper-standard-unveils-global-technology-center http://www.ir.cooperstandard.com/news-releases/news-release-details/cooper-standard-unveils-global-technology-center 4 Cooper Standard is committed to continuously improving and innovating to become world-class in every aspect of our business and we are happy to share our progress with you.,0,0,1,0
4291,"Many units encourage reporting of incidents, for example, by establishing tar gets for the reporting of a specifi ed num ber of incidents in relation to one injury (such as the number of Near Misses per lost day injury).",0,0,0,1
4292,"In support of J. Safra Sarasin Sustainable Asset Management’s climate pledge, aiming at a carbon-neutral outcome in assets under management by [YEAR], we joined the Net Zero Asset Managers Initiative (NZAM) and were pleased to participate in its delib erations during the COP26.",0,0,0,1
4293,We believe this is critical to foster an inclusive work culture that ultimately leads to the collaboration and creativity necessary to bring true innovation to the marketplace.,0,0,0,1
4294,The Directors are responsible for the maintenance and integrity of the corporate and financial information held on the Company's website.,0,0,0,1
4295,The duration of job-protected leave depends on the employee’s length of Company service.,0,1,0,0
4296,"Community colleges are cornerstones in our communities, with significant reach and diverse student bodies, making collaborations like this a powerful tool to increase access to the vaccine.",0,1,0,0
4297,"This is Essential Properties' first Corporate Responsibility Report and contains indices aligned with ESG reporting frameworks and standards, including the Sustainability Accounting Standards Board (SASB) and Task Force on Climate-related Financial Disclosures (TCFD).",0,0,0,1
4298,"We maintain a variety of training programs for our employees, including those for sustainability, accounting, cybersecurity, harassment and anti-corruption/bribery.",0,0,0,1
4299,"In France, broad product adoption is dependent on a central decision by the Établissement Français du Sang, or EFS, a public organization responsible for all collection, testing preparation and distribution of blood products in France.",0,0,0,1
4300,In response to the Covid-LexisNexis Legal & Professional South Africa has continued to support access to justice through an electronic court system; it previously provided courts across the country with Wi-Fi connectivity to ensure the optimal functionality of a digital system.,0,1,1,0
4301,"As a National Cybersecurity Alliance Data Privacy Day Champion, Ultra is proud to publicise its commitment to privacy sustainability and empowering employees to respect privacy, safeguard data and enable trust.",0,1,0,0
4302,Our corporate governance guidelines provide that directors are expected to participate in educational events sufficient to maintain their understanding of their duties as directors and to enhance their ability to fulfill their responsibilities.,0,0,0,1
4303,The primary objective of the Phase clinical trial is to evaluate the safety and tolerance of the cell therapy product.,0,1,0,0
